employee_id,performance_rating,compliance_status,bonus_percentage
EMP_48014,4,Compliant,8.0
EMP_48015,4,Compliant,11.4
EMP_48016,1,Compliant,13.43
EMP_48017,2,Compliant,8.98
EMP_48018,2,Compliant,5.75
EMP_48019,4,Compliant,8.13
EMP_48020,3,Compliant,13.02
EMP_48021,4,Compliant,7.59
EMP_48022,2,Compliant,4.97
EMP_48023,3,Compliant,6.02
EMP_48024,5,Compliant,8.06
EMP_48025,3,Compliant,8.94
EMP_48026,2,Compliant,10.06
EMP_48027,5,Compliant,13.31
EMP_48028,3,Compliant,10.19
EMP_48029,1,Compliant,16.51
EMP_48030,1,Compliant,8.3
EMP_48031,3,Compliant,6.81
EMP_48032,5,Non-Compliant,15.55
EMP_48033,4,Compliant,8.98
EMP_48034,3,Compliant,5.56
EMP_48035,5,Compliant,13.87
EMP_48036,1,Compliant,8.41
EMP_48037,3,Compliant,3.31
EMP_48038,5,Compliant,17.28
EMP_48039,2,Compliant,10.83
EMP_48040,5,Compliant,5.42
EMP_48041,1,Compliant,4.8
EMP_48042,4,Compliant,8.51
EMP_48043,5,Compliant,4.91
EMP_48044,1,Compliant,18.19
EMP_48045,4,Compliant,8.72
EMP_48046,1,Compliant,11.44
EMP_48047,5,Compliant,12.98
EMP_48048,5,Compliant,6.05
EMP_48049,4,Compliant,6.4
EMP_48050,1,Compliant,5.57
EMP_48051,2,Non-Compliant,18.94
EMP_48052,2,Compliant,11.54
EMP_48053,3,Compliant,12.47
EMP_48054,4,Compliant,9.18
EMP_48055,5,Compliant,11.3
EMP_48056,3,Compliant,9.72
EMP_48057,1,Compliant,7.01
EMP_48058,5,Compliant,18.06
EMP_48059,2,Compliant,9.15
EMP_48060,1,Compliant,10.16
EMP_48061,3,Compliant,15.66
EMP_48062,5,Compliant,15.99
EMP_48063,4,Compliant,5.4
EMP_48064,5,Compliant,11.72
EMP_48065,3,Compliant,10.36
EMP_48066,2,Compliant,12.51
EMP_48067,5,Compliant,8.99
EMP_48068,2,Compliant,8.87
EMP_48069,4,Compliant,12.46
EMP_48070,5,Compliant,8.15
EMP_48071,2,Compliant,11.5
EMP_48072,3,Compliant,11.74
EMP_48073,3,Compliant,18.01
EMP_48074,2,Compliant,20.06
EMP_48075,4,Compliant,9.11
EMP_48076,5,Non-Compliant,12.1
EMP_48077,4,Compliant,14.36
EMP_48078,3,Compliant,13.15
EMP_48079,5,Compliant,12.25
EMP_48080,3,Compliant,9.13
EMP_48081,4,Compliant,4.76
EMP_48082,4,Non-Compliant,21.87
EMP_48083,1,Compliant,11.43
EMP_48084,1,Compliant,7.35
EMP_48085,2,Compliant,11.09
EMP_48086,1,Compliant,11.33
EMP_48087,4,Compliant,8.21
EMP_48088,5,Compliant,6.11
EMP_48089,5,Compliant,9.95
EMP_48090,4,Non-Compliant,13.46
EMP_48091,1,Non-Compliant,7.0
EMP_48092,2,Compliant,7.4
EMP_48093,5,Compliant,0.8
EMP_48094,1,Compliant,3.67
EMP_48095,5,Compliant,13.52
EMP_48096,5,Compliant,12.68
EMP_48097,2,Non-Compliant,5.65
EMP_48098,2,Compliant,5.71
EMP_48099,1,Compliant,0.0
EMP_48100,2,Compliant,14.08
EMP_48101,4,Compliant,3.64
EMP_48102,5,Compliant,13.32
EMP_48103,3,Compliant,12.9
EMP_48104,4,Compliant,3.13
EMP_48105,1,Compliant,8.3
EMP_48106,1,Compliant,14.73
EMP_48107,4,Compliant,16.97
EMP_48108,4,Compliant,12.58
EMP_48109,2,Compliant,1.46
EMP_48110,2,Compliant,16.55
EMP_48111,3,Compliant,6.43
EMP_48112,4,Non-Compliant,12.88
EMP_48113,3,Compliant,5.95
EMP_48114,2,Compliant,14.03
EMP_48115,1,Compliant,18.12
EMP_48116,2,Compliant,15.76
EMP_48117,5,Compliant,4.9
EMP_48118,3,Compliant,14.7
EMP_48119,1,Compliant,18.3
EMP_48120,2,Compliant,4.41
EMP_48121,1,Compliant,18.68
EMP_48122,5,Compliant,8.41
EMP_48123,2,Compliant,12.75
EMP_48124,2,Compliant,11.59
EMP_48125,1,Compliant,6.75
EMP_48126,1,Compliant,14.5
EMP_48127,1,Compliant,17.29
EMP_48128,1,Compliant,11.44
EMP_48129,4,Compliant,5.16
EMP_48130,5,Compliant,10.0
EMP_48131,1,Compliant,13.95
EMP_48132,1,Compliant,14.41
EMP_48133,1,Compliant,10.17
EMP_48134,2,Compliant,14.35
EMP_48135,4,Compliant,4.84
EMP_48136,1,Non-Compliant,6.88
EMP_48137,5,Compliant,0.0
EMP_48138,5,Compliant,11.64
EMP_48139,2,Compliant,3.53
EMP_48140,5,Compliant,15.91
EMP_48141,3,Compliant,12.16
EMP_48142,3,Compliant,10.78
EMP_48143,2,Compliant,17.03
EMP_48144,4,Compliant,13.18
EMP_48145,1,Compliant,4.09
EMP_48146,4,Compliant,10.9
EMP_48147,2,Compliant,12.33
EMP_48148,2,Compliant,14.2
EMP_48149,2,Compliant,8.62
EMP_48150,3,Compliant,9.34
EMP_48151,1,Compliant,11.43
EMP_48152,4,Compliant,12.67
EMP_48153,5,Compliant,16.32
EMP_48154,3,Compliant,3.48
EMP_48155,1,Compliant,14.12
EMP_48156,2,Compliant,6.23
EMP_48157,3,Compliant,11.34
EMP_48158,3,Compliant,8.42
EMP_48159,1,Compliant,1.62
EMP_48160,2,Compliant,7.87
EMP_48161,1,Compliant,9.03
EMP_48162,4,Compliant,14.15
EMP_48163,1,Compliant,9.92
EMP_48164,1,Compliant,6.51
EMP_48165,2,Compliant,11.15
EMP_48166,2,Compliant,10.4
EMP_48167,1,Compliant,7.12
EMP_48168,4,Compliant,7.35
EMP_48169,1,Compliant,7.67
EMP_48170,1,Compliant,7.67
EMP_48171,2,Compliant,2.15
EMP_48172,1,Compliant,0.0
EMP_48173,3,Compliant,6.99
EMP_48174,3,Compliant,12.87
EMP_48175,3,Compliant,9.4
EMP_48176,3,Compliant,0.0
EMP_48177,5,Compliant,13.97
EMP_48178,5,Compliant,19.03
EMP_48179,3,Compliant,9.01
EMP_48180,2,Compliant,14.49
EMP_48181,4,Compliant,9.91
EMP_48182,5,Compliant,17.83
EMP_48183,5,Compliant,2.99
EMP_48184,5,Compliant,1.1
EMP_48185,5,Compliant,8.17
EMP_48186,1,Compliant,17.73
EMP_48187,2,Compliant,12.78
EMP_48188,2,Compliant,17.22
EMP_48189,5,Compliant,12.55
EMP_48190,3,Compliant,12.97
EMP_48191,3,Non-Compliant,9.16
EMP_48192,3,Compliant,6.97
EMP_48193,2,Compliant,4.72
EMP_48194,4,Compliant,11.14
EMP_48195,2,Compliant,13.52
EMP_48196,4,Compliant,7.84
EMP_48197,2,Compliant,4.15
EMP_48198,3,Compliant,11.21
EMP_48199,2,Compliant,19.8
EMP_48200,3,Compliant,11.41
EMP_48201,3,Compliant,1.11
EMP_48202,2,Compliant,6.9
EMP_48203,1,Compliant,6.93
EMP_48204,2,Compliant,3.32
EMP_48205,2,Compliant,15.14
EMP_48206,5,Compliant,10.89
EMP_48207,2,Compliant,4.06
EMP_48208,4,Compliant,3.33
EMP_48209,4,Compliant,16.27
EMP_48210,2,Compliant,8.07
EMP_48211,3,Compliant,7.55
EMP_48212,3,Compliant,5.38
EMP_48213,1,Compliant,10.46
EMP_48214,5,Compliant,4.68
EMP_48215,5,Compliant,6.03
EMP_48216,1,Compliant,2.62
EMP_48217,4,Compliant,9.34
EMP_48218,1,Compliant,5.68
EMP_48219,3,Compliant,11.63
EMP_48220,1,Compliant,5.27
EMP_48221,2,Compliant,6.93
EMP_48222,5,Compliant,17.32
EMP_48223,1,Compliant,11.56
EMP_48224,5,Compliant,11.77
EMP_48225,1,Compliant,8.31
EMP_48226,3,Non-Compliant,16.34
EMP_48227,2,Non-Compliant,6.05
EMP_48228,1,Compliant,5.8
EMP_48229,2,Compliant,14.86
EMP_48230,3,Compliant,1.94
EMP_48231,1,Compliant,1.73
EMP_48232,4,Compliant,6.97
EMP_48233,3,Compliant,10.35
EMP_48234,3,Compliant,4.79
EMP_48235,5,Compliant,14.54
EMP_48236,4,Non-Compliant,6.15
EMP_48237,2,Compliant,16.25
EMP_48238,4,Compliant,4.8
EMP_48239,2,Non-Compliant,22.82
EMP_48240,4,Compliant,8.94
EMP_48241,3,Non-Compliant,15.76
EMP_48242,5,Compliant,16.29
EMP_48243,4,Non-Compliant,10.04
EMP_48244,3,Compliant,11.76
EMP_48245,1,Compliant,13.38
EMP_48246,1,Compliant,14.33
EMP_48247,4,Compliant,4.71
EMP_48248,2,Compliant,14.44
EMP_48249,1,Compliant,12.34
EMP_48250,3,Compliant,12.41
EMP_48251,4,Compliant,9.18
EMP_48252,4,Compliant,13.07
EMP_48253,4,Compliant,20.99
EMP_48254,2,Compliant,8.82
EMP_48255,5,Compliant,3.17
EMP_48256,3,Compliant,14.41
EMP_48257,2,Compliant,6.44
EMP_48258,4,Compliant,10.93
EMP_48259,2,Compliant,2.27
EMP_48260,3,Compliant,7.36
EMP_48261,5,Compliant,5.54
EMP_48262,1,Compliant,15.74
EMP_48263,2,Compliant,5.67
EMP_48264,1,Compliant,8.8
EMP_48265,4,Compliant,11.36
EMP_48266,1,Compliant,16.76
EMP_48267,1,Compliant,5.32
EMP_48268,3,Compliant,12.26
EMP_48269,2,Compliant,10.96
EMP_48270,1,Compliant,12.25
EMP_48271,1,Compliant,2.78
EMP_48272,3,Compliant,11.3
EMP_48273,3,Compliant,1.48
EMP_48274,1,Compliant,16.13
EMP_48275,4,Non-Compliant,13.15
EMP_48276,1,Compliant,13.3
EMP_48277,5,Compliant,3.4
EMP_48278,5,Compliant,13.04
EMP_48279,5,Compliant,9.48
EMP_48280,2,Compliant,5.52
EMP_48281,4,Compliant,9.83
EMP_48282,2,Compliant,6.89
EMP_48283,4,Compliant,10.39
EMP_48284,3,Compliant,13.4
EMP_48285,4,Compliant,20.2
EMP_48286,4,Compliant,9.21
EMP_48287,4,Compliant,18.41
EMP_48288,2,Compliant,14.35
EMP_48289,5,Compliant,16.73
EMP_48290,2,Compliant,11.01
EMP_48291,1,Compliant,10.32
EMP_48292,5,Compliant,6.43
EMP_48293,5,Compliant,12.49
EMP_48294,3,Compliant,11.38
EMP_48295,5,Compliant,15.83
EMP_48296,3,Non-Compliant,9.23
EMP_48297,2,Compliant,5.94
EMP_48298,1,Compliant,4.16
EMP_48299,5,Non-Compliant,14.46
EMP_48300,1,Compliant,13.75
EMP_48301,1,Compliant,9.61
EMP_48302,3,Compliant,18.5
EMP_48303,1,Compliant,5.41
EMP_48304,2,Non-Compliant,12.13
EMP_48305,4,Compliant,3.67
EMP_48306,5,Non-Compliant,0.0
EMP_48307,5,Compliant,5.96
EMP_48308,2,Compliant,18.77
EMP_48309,1,Compliant,8.93
EMP_48310,2,Compliant,8.7
EMP_48311,2,Compliant,13.38
EMP_48312,3,Non-Compliant,6.45
EMP_48313,3,Compliant,12.98
EMP_48314,2,Compliant,19.48
EMP_48315,1,Compliant,12.43
EMP_48316,1,Non-Compliant,17.97
EMP_48317,1,Compliant,9.39
EMP_48318,2,Compliant,17.56
EMP_48319,2,Compliant,12.66
EMP_48320,3,Compliant,4.32
EMP_48321,5,Compliant,11.77
EMP_48322,5,Compliant,8.63
EMP_48323,3,Compliant,7.1
EMP_48324,1,Compliant,6.71
EMP_48325,4,Compliant,2.31
EMP_48326,1,Non-Compliant,4.54
EMP_48327,4,Compliant,9.61
EMP_48328,3,Compliant,9.58
EMP_48329,2,Compliant,3.63
EMP_48330,2,Compliant,3.86
EMP_48331,1,Compliant,8.56
EMP_48332,1,Compliant,15.04
EMP_48333,1,Compliant,4.58
EMP_48334,1,Compliant,12.87
EMP_48335,3,Compliant,8.55
EMP_48336,2,Compliant,0.0
EMP_48337,3,Compliant,16.02
EMP_48338,3,Compliant,6.45
EMP_48339,2,Compliant,3.98
EMP_48340,3,Compliant,12.81
EMP_48341,1,Compliant,11.07
EMP_48342,2,Compliant,7.42
EMP_48343,4,Compliant,11.28
EMP_48344,1,Compliant,9.7
EMP_48345,4,Compliant,9.1
EMP_48346,4,Compliant,20.28
EMP_48347,5,Compliant,13.65
EMP_48348,2,Compliant,13.04
EMP_48349,4,Compliant,8.76
EMP_48350,3,Compliant,8.95
EMP_48351,5,Compliant,9.12
EMP_48352,3,Compliant,2.66
EMP_48353,2,Compliant,3.33
EMP_48354,3,Compliant,8.99
EMP_48355,3,Compliant,2.47
EMP_48356,3,Compliant,15.81
EMP_48357,3,Compliant,4.41
EMP_48358,3,Compliant,0.19
EMP_48359,1,Compliant,14.24
EMP_48360,2,Compliant,14.77
EMP_48361,1,Compliant,11.65
EMP_48362,4,Compliant,2.63
EMP_48363,4,Compliant,4.37
EMP_48364,2,Compliant,7.93
EMP_48365,5,Compliant,12.73
EMP_48366,5,Compliant,9.32
EMP_48367,5,Compliant,1.66
EMP_48368,5,Compliant,13.56
EMP_48369,1,Compliant,10.44
EMP_48370,3,Compliant,22.75
EMP_48371,1,Compliant,4.56
EMP_48372,2,Compliant,18.84
EMP_48373,5,Compliant,11.1
EMP_48374,2,Compliant,10.24
EMP_48375,2,Compliant,16.44
EMP_48376,2,Compliant,5.1
EMP_48377,4,Compliant,8.0
EMP_48378,5,Compliant,10.73
EMP_48379,3,Compliant,10.03
EMP_48380,1,Non-Compliant,4.3
EMP_48381,5,Compliant,17.29
EMP_48382,4,Compliant,9.1
EMP_48383,5,Compliant,15.93
EMP_48384,5,Compliant,11.98
EMP_48385,1,Compliant,11.88
EMP_48386,2,Compliant,13.04
EMP_48387,5,Compliant,16.5
EMP_48388,1,Compliant,17.11
EMP_48389,3,Compliant,18.25
EMP_48390,5,Compliant,6.27
EMP_48391,1,Compliant,9.9
EMP_48392,5,Compliant,2.67
EMP_48393,2,Compliant,16.31
EMP_48394,3,Non-Compliant,10.21
EMP_48395,3,Compliant,15.56
EMP_48396,2,Compliant,13.11
EMP_48397,1,Compliant,12.98
EMP_48398,3,Compliant,3.64
EMP_48399,5,Compliant,23.55
EMP_48400,2,Compliant,14.83
EMP_48401,2,Compliant,15.69
EMP_48402,5,Compliant,17.84
EMP_48403,2,Compliant,6.28
EMP_48404,4,Non-Compliant,6.83
EMP_48405,4,Compliant,14.92
EMP_48406,5,Compliant,11.86
EMP_48407,2,Compliant,23.35
EMP_48408,5,Non-Compliant,4.03
EMP_48409,1,Compliant,1.77
EMP_48410,2,Compliant,12.64
EMP_48411,3,Compliant,3.12
EMP_48412,2,Compliant,5.74
EMP_48413,4,Compliant,18.74
EMP_48414,1,Compliant,7.36
EMP_48415,2,Compliant,6.91
EMP_48416,5,Compliant,12.59
EMP_48417,2,Compliant,7.85
EMP_48418,4,Compliant,5.59
EMP_48419,5,Compliant,15.86
EMP_48420,2,Compliant,11.9
EMP_48421,5,Compliant,13.52
EMP_48422,5,Compliant,11.49
EMP_48423,1,Compliant,12.88
EMP_48424,3,Compliant,8.4
EMP_48425,5,Compliant,8.62
EMP_48426,3,Compliant,6.61
EMP_48427,4,Compliant,11.74
EMP_48428,3,Compliant,8.39
EMP_48429,4,Compliant,15.54
EMP_48430,4,Compliant,13.43
EMP_48431,1,Compliant,13.77
EMP_48432,3,Compliant,18.76
EMP_48433,5,Compliant,7.3
EMP_48434,3,Compliant,12.26
EMP_48435,3,Compliant,11.91
EMP_48436,2,Non-Compliant,9.18
EMP_48437,5,Non-Compliant,19.51
EMP_48438,2,Compliant,0.0
EMP_48439,1,Compliant,12.67
EMP_48440,2,Compliant,6.2
EMP_48441,2,Compliant,11.69
EMP_48442,1,Compliant,13.15
EMP_48443,2,Compliant,9.71
EMP_48444,3,Compliant,16.57
EMP_48445,4,Compliant,8.4
EMP_48446,2,Compliant,16.02
EMP_48447,1,Compliant,1.09
EMP_48448,5,Compliant,14.6
EMP_48449,3,Compliant,11.75
EMP_48450,2,Compliant,11.54
EMP_48451,1,Compliant,7.96
EMP_48452,2,Compliant,19.08
EMP_48453,4,Compliant,9.86
EMP_48454,4,Compliant,15.04
EMP_48455,1,Compliant,15.72
EMP_48456,5,Compliant,7.15
EMP_48457,1,Compliant,12.57
EMP_48458,4,Compliant,9.05
EMP_48459,1,Compliant,16.39
EMP_48460,2,Compliant,9.99
EMP_48461,4,Compliant,7.22
EMP_48462,3,Compliant,2.39
EMP_48463,5,Compliant,0.0
EMP_48464,3,Compliant,13.16
EMP_48465,3,Compliant,0.34
EMP_48466,5,Compliant,8.84
EMP_48467,2,Compliant,16.97
EMP_48468,4,Compliant,9.68
EMP_48469,5,Compliant,11.57
EMP_48470,1,Compliant,12.06
EMP_48471,1,Compliant,10.14
EMP_48472,2,Compliant,8.31
EMP_48473,2,Compliant,9.34
EMP_48474,3,Non-Compliant,25.33
EMP_48475,2,Compliant,10.07
EMP_48476,5,Compliant,7.26
EMP_48477,2,Compliant,4.41
EMP_48478,1,Compliant,12.95
EMP_48479,5,Compliant,0.0
EMP_48480,1,Compliant,12.27
EMP_48481,3,Compliant,10.65
EMP_48482,2,Compliant,7.49
EMP_48483,3,Compliant,0.0
EMP_48484,5,Compliant,10.27
EMP_48485,2,Compliant,8.7
EMP_48486,5,Compliant,5.04
EMP_48487,5,Compliant,7.57
EMP_48488,5,Compliant,4.64
EMP_48489,1,Compliant,15.98
EMP_48490,3,Compliant,6.59
EMP_48491,2,Non-Compliant,12.59
EMP_48492,2,Compliant,7.07
EMP_48493,5,Compliant,1.3
EMP_48494,4,Compliant,6.97
EMP_48495,2,Non-Compliant,1.88
EMP_48496,5,Compliant,10.38
EMP_48497,1,Compliant,13.96
EMP_48498,5,Compliant,9.05
EMP_48499,1,Non-Compliant,8.91
EMP_48500,2,Compliant,9.07
EMP_48501,2,Compliant,5.93
EMP_48502,2,Compliant,15.98
EMP_48503,3,Non-Compliant,14.42
EMP_48504,2,Compliant,6.4
EMP_48505,1,Compliant,7.12
EMP_48506,2,Compliant,10.06
EMP_48507,4,Compliant,6.3
EMP_48508,1,Compliant,15.11
EMP_48509,3,Compliant,15.26
EMP_48510,1,Compliant,15.08
EMP_48511,1,Compliant,12.74
EMP_48512,1,Compliant,3.48
EMP_48513,3,Compliant,14.95
EMP_48514,1,Compliant,10.03
EMP_48515,3,Compliant,12.96
EMP_48516,1,Compliant,12.23
EMP_48517,3,Compliant,10.56
EMP_48518,1,Compliant,0.0
EMP_48519,2,Compliant,3.93
EMP_48520,4,Compliant,9.9
EMP_48521,1,Compliant,5.02
EMP_48522,5,Compliant,8.63
EMP_48523,3,Compliant,8.98
EMP_48524,5,Compliant,9.75
EMP_48525,2,Compliant,4.7
EMP_48526,1,Non-Compliant,11.98
EMP_48527,5,Compliant,9.48
EMP_48528,4,Compliant,2.73
EMP_48529,2,Compliant,12.29
EMP_48530,2,Compliant,1.77
EMP_48531,3,Compliant,13.35
EMP_48532,3,Compliant,4.51
EMP_48533,1,Compliant,9.69
EMP_48534,1,Compliant,19.15
EMP_48535,3,Compliant,14.45
EMP_48536,1,Compliant,5.62
EMP_48537,3,Compliant,15.33
EMP_48538,5,Compliant,6.5
EMP_48539,3,Compliant,1.02
EMP_48540,5,Compliant,18.59
EMP_48541,5,Non-Compliant,6.08
EMP_48542,1,Compliant,5.37
EMP_48543,4,Compliant,12.92
EMP_48544,3,Non-Compliant,8.47
EMP_48545,1,Compliant,13.1
EMP_48546,1,Compliant,11.32
EMP_48547,2,Compliant,12.12
EMP_48548,5,Compliant,11.43
EMP_48549,3,Compliant,16.92
EMP_48550,2,Compliant,8.07
EMP_48551,3,Compliant,1.8
EMP_48552,5,Compliant,16.82
EMP_48553,4,Compliant,6.76
EMP_48554,2,Compliant,2.83
EMP_48555,5,Compliant,11.77
EMP_48556,5,Compliant,12.41
EMP_48557,5,Compliant,10.24
EMP_48558,4,Compliant,10.91
EMP_48559,2,Compliant,7.88
EMP_48560,3,Compliant,6.3
EMP_48561,3,Compliant,7.84
EMP_48562,4,Compliant,8.34
EMP_48563,2,Compliant,5.01
EMP_48564,3,Compliant,5.99
EMP_48565,3,Compliant,11.58
EMP_48566,4,Compliant,10.53
EMP_48567,1,Compliant,4.57
EMP_48568,4,Compliant,15.96
EMP_48569,4,Compliant,15.99
EMP_48570,2,Compliant,1.98
EMP_48571,3,Non-Compliant,10.57
EMP_48572,1,Compliant,8.42
EMP_48573,1,Compliant,17.65
EMP_48574,2,Compliant,1.26
EMP_48575,2,Compliant,8.78
EMP_48576,5,Compliant,8.71
EMP_48577,5,Compliant,9.04
EMP_48578,3,Compliant,11.19
EMP_48579,4,Compliant,12.56
EMP_48580,3,Compliant,11.59
EMP_48581,3,Compliant,0.0
EMP_48582,3,Compliant,3.68
EMP_48583,3,Compliant,2.68
EMP_48584,3,Compliant,16.83
EMP_48585,3,Compliant,3.62
EMP_48586,4,Compliant,12.58
EMP_48587,1,Compliant,2.97
EMP_48588,3,Compliant,7.22
EMP_48589,4,Compliant,12.52
EMP_48590,2,Compliant,5.41
EMP_48591,1,Compliant,20.36
EMP_48592,4,Compliant,11.5
EMP_48593,1,Compliant,12.97
EMP_48594,3,Compliant,7.98
EMP_48595,5,Compliant,7.03
EMP_48596,4,Non-Compliant,10.36
EMP_48597,4,Compliant,7.59
EMP_48598,2,Compliant,12.12
EMP_48599,2,Compliant,13.96
EMP_48600,2,Compliant,12.83
EMP_48601,5,Compliant,10.78
EMP_48602,1,Compliant,5.09
EMP_48603,3,Compliant,20.47
EMP_48604,1,Compliant,2.92
EMP_48605,3,Compliant,6.85
EMP_48606,4,Compliant,9.98
EMP_48607,2,Compliant,6.16
EMP_48608,1,Compliant,13.61
EMP_48609,1,Compliant,10.18
EMP_48610,5,Compliant,7.58
EMP_48611,4,Compliant,19.93
EMP_48612,5,Compliant,4.58
EMP_48613,5,Compliant,20.82
EMP_48614,4,Compliant,13.51
EMP_48615,4,Compliant,7.24
EMP_48616,3,Compliant,6.01
EMP_48617,4,Compliant,10.84
EMP_48618,5,Non-Compliant,7.59
EMP_48619,1,Compliant,6.53
EMP_48620,4,Compliant,9.44
EMP_48621,5,Compliant,3.31
EMP_48622,3,Compliant,9.81
EMP_48623,1,Compliant,14.39
EMP_48624,1,Compliant,10.56
EMP_48625,1,Compliant,13.08
EMP_48626,3,Compliant,11.38
EMP_48627,5,Compliant,5.99
EMP_48628,3,Compliant,12.26
EMP_48629,3,Compliant,8.82
EMP_48630,4,Compliant,2.58
EMP_48631,5,Compliant,10.94
EMP_48632,1,Compliant,8.8
EMP_48633,5,Compliant,5.42
EMP_48634,1,Compliant,2.33
EMP_48635,2,Non-Compliant,1.92
EMP_48636,5,Compliant,10.08
EMP_48637,2,Compliant,6.38
EMP_48638,5,Compliant,6.19
EMP_48639,4,Compliant,10.9
EMP_48640,4,Compliant,8.53
EMP_48641,5,Compliant,8.29
EMP_48642,1,Compliant,1.75
EMP_48643,2,Compliant,4.98
EMP_48644,5,Compliant,11.71
EMP_48645,5,Compliant,9.84
EMP_48646,3,Compliant,10.16
EMP_48647,1,Compliant,5.51
EMP_48648,5,Compliant,9.3
EMP_48649,5,Compliant,6.79
EMP_48650,2,Compliant,4.87
EMP_48651,5,Compliant,21.99
EMP_48652,2,Compliant,6.64
EMP_48653,3,Compliant,3.35
EMP_48654,1,Compliant,21.18
EMP_48655,4,Non-Compliant,5.03
EMP_48656,3,Compliant,7.84
EMP_48657,2,Compliant,6.97
EMP_48658,5,Compliant,8.44
EMP_48659,3,Compliant,7.71
EMP_48660,1,Compliant,8.56
EMP_48661,2,Compliant,9.48
EMP_48662,1,Compliant,5.16
EMP_48663,3,Compliant,15.73
EMP_48664,5,Non-Compliant,16.81
EMP_48665,5,Non-Compliant,6.42
EMP_48666,4,Compliant,11.31
EMP_48667,2,Compliant,10.76
EMP_48668,3,Compliant,15.02
EMP_48669,1,Compliant,5.54
EMP_48670,5,Compliant,11.3
EMP_48671,3,Non-Compliant,11.92
EMP_48672,5,Compliant,15.95
EMP_48673,5,Compliant,9.27
EMP_48674,1,Compliant,1.14
EMP_48675,1,Compliant,5.03
EMP_48676,2,Non-Compliant,17.97
EMP_48677,1,Compliant,2.07
EMP_48678,1,Compliant,7.32
EMP_48679,2,Compliant,6.86
EMP_48680,2,Compliant,5.62
EMP_48681,3,Compliant,8.42
EMP_48682,2,Compliant,19.25
EMP_48683,3,Compliant,11.75
EMP_48684,1,Compliant,21.32
EMP_48685,3,Compliant,18.76
EMP_48686,1,Compliant,9.96
EMP_48687,2,Compliant,15.68
EMP_48688,5,Compliant,6.62
EMP_48689,3,Compliant,9.63
EMP_48690,5,Compliant,13.09
EMP_48691,4,Compliant,12.77
EMP_48692,5,Compliant,7.1
EMP_48693,1,Compliant,13.27
EMP_48694,1,Compliant,1.95
EMP_48695,4,Compliant,9.63
EMP_48696,3,Compliant,3.09
EMP_48697,4,Compliant,11.83
EMP_48698,5,Compliant,16.65
EMP_48699,5,Compliant,9.57
EMP_48700,2,Compliant,12.35
EMP_48701,2,Compliant,8.64
EMP_48702,4,Compliant,5.13
EMP_48703,1,Compliant,7.31
EMP_48704,3,Compliant,11.75
EMP_48705,1,Compliant,0.99
EMP_48706,2,Compliant,7.98
EMP_48707,3,Compliant,3.18
EMP_48708,4,Compliant,17.95
EMP_48709,1,Compliant,6.69
EMP_48710,5,Compliant,15.37
EMP_48711,2,Compliant,4.77
EMP_48712,1,Compliant,12.9
EMP_48713,3,Compliant,1.22
EMP_48714,4,Compliant,4.91
EMP_48715,2,Compliant,1.73
EMP_48716,5,Compliant,13.1
EMP_48717,2,Compliant,14.09
EMP_48718,3,Non-Compliant,14.74
EMP_48719,1,Compliant,2.48
EMP_48720,1,Compliant,9.97
EMP_48721,1,Compliant,3.51
EMP_48722,5,Non-Compliant,6.51
EMP_48723,2,Compliant,13.04
EMP_48724,4,Compliant,18.37
EMP_48725,5,Compliant,17.65
EMP_48726,1,Compliant,9.2
EMP_48727,1,Compliant,14.42
EMP_48728,4,Compliant,14.07
EMP_48729,3,Compliant,4.45
EMP_48730,3,Compliant,10.69
EMP_48731,2,Compliant,10.56
EMP_48732,3,Compliant,5.25
EMP_48733,4,Compliant,20.0
EMP_48734,3,Compliant,7.74
EMP_48735,3,Compliant,4.53
EMP_48736,3,Compliant,0.0
EMP_48737,3,Compliant,14.26
EMP_48738,4,Compliant,8.24
EMP_48739,5,Compliant,12.72
EMP_48740,5,Compliant,19.36
EMP_48741,2,Compliant,13.19
EMP_48742,5,Compliant,17.49
EMP_48743,2,Non-Compliant,14.48
EMP_48744,4,Compliant,8.41
EMP_48745,1,Compliant,12.44
EMP_48746,3,Compliant,9.59
EMP_48747,4,Compliant,1.99
EMP_48748,5,Compliant,9.93
EMP_48749,2,Compliant,15.87
EMP_48750,3,Compliant,2.0
EMP_48751,3,Compliant,5.78
EMP_48752,3,Compliant,6.21
EMP_48753,1,Compliant,15.04
EMP_48754,1,Compliant,13.71
EMP_48755,5,Compliant,1.19
EMP_48756,4,Compliant,9.45
EMP_48757,2,Non-Compliant,6.05
EMP_48758,2,Compliant,17.49
EMP_48759,5,Compliant,11.35
EMP_48760,1,Compliant,20.06
EMP_48761,3,Compliant,13.46
EMP_48762,2,Compliant,1.49
EMP_48763,2,Compliant,13.94
EMP_48764,5,Compliant,14.95
EMP_48765,3,Compliant,5.72
EMP_48766,5,Compliant,3.41
EMP_48767,3,Compliant,11.15
EMP_48768,2,Non-Compliant,7.48
EMP_48769,3,Compliant,8.58
EMP_48770,2,Compliant,6.3
EMP_48771,3,Compliant,20.01
EMP_48772,5,Compliant,0.0
EMP_48773,3,Non-Compliant,4.87
EMP_48774,2,Compliant,1.05
EMP_48775,4,Compliant,13.99
EMP_48776,1,Compliant,9.39
EMP_48777,2,Compliant,21.41
EMP_48778,3,Compliant,2.83
EMP_48779,5,Non-Compliant,8.51
EMP_48780,1,Compliant,8.8
